등록구분,진행상태,ECN No.,프로젝트,긴급도,중요도,등록일,요청 파트(부서),완료예정일,조치완료일,대책파트/협력사
C3,완료,CH000001629,P1,상,Low,2017-07-03,D40,2017-07-08,2017-07-08,D21
C3,완료,CH000001630,P1,상,Low,2017-07-03,D40,2017-07-07,2017-07-07,D15
C3,완료,CH000001631,P1,상,Low,2017-07-03,D40,2017-07-10,2017-07-03,D91
C3,완료,CH000001632,P1,상,Low,2017-07-03,D40,2017-07-08,2017-07-09,D21
C3,완료,CH000001633,P1,상,Low,2017-07-03,D40,2017-07-08,2017-07-08,D21
C3,완료,CH000001634,P1,상,Low,2017-07-03,D40,2017-07-10,2017-07-03,D91
C3,완료,CH000001635,P1,상,Low,2017-07-03,D40,2017-07-08,2017-07-08,D21
C3,완료,CH000001636,P1,상,Low,2017-07-03,D40,2017-07-10,2017-07-03,D91
C3,완료,CH000001637,P1,상,Low,2017-07-03,D40,2017-07-08,2017-07-09,D21
C2,완료,CH000001638,P1,상,Medium,2017-07-03,D97,2017-07-03,2017-07-03,D97
C2,완료,CH000001639,P1,상,Medium,2017-07-03,D97,2017-07-03,2017-07-03,D97
C3,완료,CH000001640,P1,상,Low,2017-07-02,D30,2017-07-07,2017-07-09,D23
C3,완료,CH000001641,P1,상,Low,2017-07-02,D30,2017-07-03,2017-07-06,D21
C3,완료,CH000001642,P1,상,Low,2017-07-02,D16,2017-07-07,2017-07-09,D23
C2,완료,CH000001643,P1,상,Medium,2017-07-02,D77,2017-07-02,2017-07-02,D77
C2,완료,CH000001644,P1,상,Medium,2017-07-02,D97,2017-07-02,2017-07-02,D97
C2,완료,CH000001645,P1,상,Medium,2017-07-02,D97,2017-07-02,2017-07-02,D97
C8,완료,CH000001646,P1,상,Medium,2017-07-02,D16,2017-07-02,2017-07-03,D16
C8,완료,CH000001647,P1,상,Medium,2017-07-02,D16,2017-07-03,2017-07-03,D16
C8,완료,CH000001648,P1,상,Medium,2017-07-02,D16,2017-07-03,2017-07-03,D16
C8,완료,CH000001649,P1,상,Medium,2017-07-02,D16,2017-07-02,2017-07-03,D16
C3,완료,CH000001650,P1,상,Low,2017-07-01,D30,2017-07-06,2017-07-07,D21
C3,완료,CH000001651,P1,상,Low,2017-07-01,D30,2017-07-10,2017-07-12,D19
C3,완료,CH000001652,P1,상,Low,2017-07-01,D30,2017-07-10,2017-07-03,D91
C3,완료,CH000001653,P1,상,Low,2017-07-01,D16,2017-07-10,2017-07-12,D19
C3,완료,CH000001654,P1,상,Low,2017-07-01,D16,2017-07-02,2017-07-03,D15
C2,완료,CH000001655,P1,상,Medium,2017-07-01,D97,2017-07-01,2017-07-01,D97
C4,완료,CH000001656,P1,상,Medium,2017-07-01,D80,2017-07-03,2017-07-01,D16
C3,완료,CH000001657,P1,상,Low,2017-06-30,D30,2017-07-01,2017-07-01,D19
C3,완료,CH000001658,P1,상,Low,2017-06-30,D30,2017-07-02,2017-07-02,D19
C3,완료,CH000001659,P1,상,Low,2017-06-30,D30,2017-07-07,2017-07-02,D19
C3,완료,CH000001660,P1,상,Low,2017-06-30,D16,2017-07-07,2017-07-02,D19
C2,완료,CH000001661,P1,상,Medium,2017-06-30,D97,2017-06-30,2017-06-30,D97
C2,완료,CH000001662,P1,상,Medium,2017-06-30,D97,2017-06-30,2017-06-30,D97
C2,완료,CH000001663,P1,상,Medium,2017-06-30,D16,2017-06-30,2017-06-30,D16
C2,완료,CH000001664,P1,상,Medium,2017-06-30,D97,2017-06-30,2017-06-30,D97
C2,완료,CH000001665,P1,상,Medium,2017-06-30,D17,2017-06-30,2017-06-30,D17
C3,완료,CH000001668,P1,상,Low,2017-06-29,D19,2017-07-01,2017-07-02,D15
C3,완료,CH000001669,P1,상,Low,2017-06-29,D16,2017-07-01,2017-07-02,D15
C3,완료,CH000001670,P1,상,Low,2017-06-29,D16,2017-07-01,2017-07-02,D15
C3,완료,CH000001671,P1,상,Low,2017-06-29,D16,2017-07-01,2017-07-02,D15
C2,완료,CH000001672,P1,상,Medium,2017-06-29,D97,2017-06-29,2017-06-29,D97
C2,완료,CH000001673,P1,상,Medium,2017-06-29,D97,2017-06-29,2017-06-29,D97
C8,완료,CH000001674,P1,상,Medium,2017-06-29,D91,2017-07-03,2017-06-30,D16
C3,완료,CH000001675,P1,상,Low,2017-06-27,D19,2017-07-06,2017-06-30,D91
C3,완료,CH000001676,P1,상,Low,2017-06-26,D91,2017-07-03,2017-06-30,D16
C3,완료,CH000001677,P1,상,Low,2017-06-26,D91,2017-07-03,2017-06-30,D16
C3,완료,CH000001678,P1,상,Low,2017-06-26,D16,2017-07-03,2017-06-30,D16
C3,완료,CH000001679,P1,상,Low,2017-06-26,D16,2017-06-30,2017-06-30,D19
C3,완료,CH000001680,P1,상,Low,2017-06-26,D16,2017-07-03,2017-06-30,D16
C2,완료,CH000001681,P1,상,Medium,2017-06-26,D16,2017-06-26,2017-06-26,D16
C8,완료,CH000001682,P1,상,High,2017-06-26,D16,2017-06-26,2017-06-26,D56
C2,완료,CH000001685,P1,상,Medium,2017-06-25,D97,2017-06-25,2017-06-25,D97
C2,완료,CH000001686,P1,상,Medium,2017-06-25,D97,2017-06-25,2017-06-25,D97
C2,완료,CH000001687,P1,상,Medium,2017-06-25,D97,2017-06-25,2017-06-25,D97
C3,완료,CH000001688,P1,상,Low,2017-06-19,D16,2017-07-01,2017-06-26,D19
C3,완료,CH000001689,P1,상,Low,2017-06-19,D16,2017-07-01,2017-06-26,D19
C2,완료,CH000001690,P1,상,Medium,2017-06-19,D17,2017-06-19,2017-06-19,D17
C2,완료,CH000001691,P1,상,Medium,2017-06-19,D17,2017-06-19,2017-06-19,D17
C2,완료,CH000001692,P1,상,Medium,2017-06-19,D16,2017-06-19,2017-06-19,D16
C2,완료,CH000001693,P1,상,Medium,2017-06-19,D77,2017-06-19,2017-06-19,D77
C2,완료,CH000001694,P1,상,Medium,2017-06-19,D77,2017-06-19,2017-06-19,D77
C8,완료,CH000001696,P1,상,Medium,2017-06-19,D16,2017-06-29,2017-06-26,D16
C3,완료,CH000001697,P1,상,Low,2017-06-18,D21,2017-06-19,2017-06-19,D21
C2,완료,CH000001698,P1,상,Medium,2017-06-18,D77,2017-06-18,2017-06-18,D77
C2,완료,CH000001699,P1,상,Medium,2017-06-18,D17,2017-06-18,2017-06-18,D17
C8,완료,CH000001700,P1,상,Low,2017-06-18,D21,2017-06-19,2017-06-19,D21
C8,완료,CH000001701,P1,상,Low,2017-06-18,D21,2017-06-26,2017-06-26,D41
C8,완료,CH000001702,P1,상,Low,2017-06-18,D21,2017-06-19,2017-06-19,D41
C3,완료,CH000001703,P1,상,Low,2017-06-17,D21,2017-06-19,2017-06-19,D19
C3,완료,CH000001704,P1,상,Low,2017-06-17,D21,2017-06-30,2017-06-30,D23
C3,완료,CH000001705,P1,상,Low,2017-06-17,D21,2017-06-29,2017-06-19,D91
C2,완료,CH000001706,P1,상,Medium,2017-06-17,D97,2017-06-17,2017-06-17,D97
C2,완료,CH000001707,P1,상,Medium,2017-06-17,D97,2017-06-17,2017-06-17,D97
C2,완료,CH000001708,P1,상,Medium,2017-06-17,D97,2017-06-17,2017-06-17,D97
C2,완료,CH000001709,P1,상,Medium,2017-06-17,D97,2017-06-17,2017-06-17,D97
C2,완료,CH000001710,P1,상,Medium,2017-06-17,D97,2017-06-17,2017-06-17,D97
C2,완료,CH000001711,P1,상,Medium,2017-06-17,D77,2017-06-17,2017-06-17,D77
C2,완료,CH000001712,P1,상,Medium,2017-06-17,D97,2017-06-17,2017-06-17,D97
C2,완료,CH000001713,P1,상,Medium,2017-06-17,D97,2017-06-17,2017-06-17,D97
C3,완료,CH000001714,P1,상,Low,2017-06-16,D24,2017-06-29,2017-06-19,D16
C3,완료,CH000001715,P1,상,Low,2017-06-16,D24,2017-06-29,2017-06-19,D91
C2,완료,CH000001716,P1,상,Medium,2017-06-16,D30,2017-06-16,2017-06-16,D30
C5,완료,CH000001717,P1,하,Low,2017-06-16,D21,2017-06-18,2017-06-18,D21
C5,완료,CH000001718,P1,하,Low,2017-06-16,D21,2017-06-18,2017-06-18,D21
C5,완료,CH000001719,P1,하,Low,2017-06-16,D21,2017-06-18,2017-06-18,D21
C5,완료,CH000001720,P1,하,Low,2017-06-16,D21,2017-06-18,2017-06-18,D21
C2,완료,CH000001721,P1,상,Medium,2017-06-15,D30,2017-06-15,2017-06-15,D30
C2,완료,CH000001722,P1,상,Medium,2017-06-15,D17,2017-06-15,2017-06-15,D17
C8,완료,CH000001723,P1,상,Low,2017-06-15,D91,2017-06-16,2017-06-16,D41
C2,완료,CH000001724,P1,상,Medium,2017-06-12,D97,2017-06-12,2017-06-12,D97
C2,완료,CH000001725,P1,상,Medium,2017-06-12,D97,2017-06-12,2017-06-12,D97
C2,완료,CH000001726,P1,상,Medium,2017-06-12,D31,2017-06-12,2017-06-12,D31
C2,완료,CH000001727,P1,상,Medium,2017-06-12,D55,2017-06-12,2017-06-12,D55
C2,완료,CH000001728,P1,상,Medium,2017-06-12,D17,2017-06-12,2017-06-12,D17
C2,완료,CH000001729,P1,상,Medium,2017-06-12,D77,2017-06-12,2017-06-12,D77
C8,완료,CH000001730,P1,상,Low,2017-06-12,D21,2017-06-15,2017-06-15,D41
C2,완료,CH000001731,P1,상,Medium,2017-06-11,D56,2017-06-11,2017-06-11,D56
C2,완료,CH000001732,P1,상,Medium,2017-06-11,D91,2017-06-11,2017-06-11,D91
C8,완료,CH000001733,P1,상,Low,2017-06-11,D41,2017-06-29,2017-06-26,D16
C2,완료,CH000001734,P1,상,Medium,2017-06-10,D30,2017-06-10,2017-06-10,D30
C2,완료,CH000001735,P1,상,Medium,2017-06-10,D97,2017-06-10,2017-06-10,D97
C2,완료,CH000001736,P1,상,Medium,2017-06-10,D97,2017-06-10,2017-06-10,D97
C2,완료,CH000001737,P1,상,Medium,2017-06-10,D77,2017-06-10,2017-06-10,D77
C2,완료,CH000001738,P1,상,Medium,2017-06-10,D17,2017-06-10,2017-06-10,D17
C2,완료,CH000001739,P1,상,Medium,2017-06-09,D77,2017-06-09,2017-06-09,D77
C8,완료,CH000001740,P1,상,Medium,2017-06-09,D16,2017-06-12,2017-06-11,D16
C8,완료,CH000001741,P1,상,Medium,2017-06-09,D16,2017-06-11,2017-06-11,D19
C8,완료,CH000001742,P1,상,Medium,2017-06-09,D16,2017-06-11,2017-06-11,D24
C8,완료,CH000001743,P1,상,Medium,2017-06-09,D16,2017-06-10,2017-06-10,D24
C3,완료,CH000001744,P1,상,Low,2017-06-08,D35,,2017-06-08,D15
C2,완료,CH000001745,P1,상,Medium,2017-06-08,D77,2017-06-08,2017-06-08,D77
C2,완료,CH000001746,P1,상,Medium,2017-06-08,D30,2017-06-08,2017-06-08,D30
C2,완료,CH000001747,P1,상,Medium,2017-06-08,D56,2017-06-08,2017-06-08,D56
C8,완료,CH000001748,P1,상,Low,2017-06-08,D21,2017-07-07,2017-06-18,D41
C3,완료,CH000001749,P1,상,Low,2017-06-06,D35,2017-06-15,2017-06-10,D16
C3,완료,CH000001750,P1,상,Low,2017-06-05,D35,2017-06-08,2017-06-08,D19
C2,완료,CH000001751,P1,상,Medium,2017-06-05,D97,2017-06-05,2017-06-05,D97
C2,완료,CH000001752,P1,상,Medium,2017-06-05,D77,2017-06-05,2017-06-05,D77
C2,완료,CH000001753,P1,상,Medium,2017-06-05,D77,2017-06-05,2017-06-05,D77
C8,완료,CH000001754,P1,상,Low,2017-06-05,D21,2017-06-08,2017-06-09,D41
C8,완료,CH000001755,P1,상,Low,2017-06-05,D41,2017-06-05,2017-06-08,D56
C8,완료,CH000001756,P1,상,Medium,2017-06-05,D16,2017-06-06,2017-06-08,D16
C8,완료,CH000001757,P1,상,Medium,2017-06-05,D16,2017-06-10,2017-06-09,D16
C8,완료,CH000001758,P1,상,Medium,2017-06-05,D16,2017-06-08,2017-06-05,D16
C8,완료,CH000001759,P1,상,Medium,2017-06-05,D16,2017-06-11,2017-06-05,D16
C3,완료,CH000001760,P1,상,Low,2017-06-04,D19,2017-06-12,2017-06-05,D91
C8,완료,CH000001761,P1,상,Low,2017-06-04,D21,2017-06-08,2017-06-08,D41
C8,완료,CH000001762,P1,상,Medium,2017-06-04,D16,2017-06-12,2017-06-12,D19
C8,완료,CH000001763,P1,상,Medium,2017-06-04,D16,2017-10-23,2017-10-23,D19
C3,완료,CH000001764,P1,상,Low,2017-06-03,D35,2017-06-12,2017-06-05,D91
C3,완료,CH000001765,P1,상,Low,2017-06-03,D35,2017-06-08,2017-06-09,D20
C2,완료,CH000001766,P1,상,Medium,2017-06-03,D97,2017-06-03,2017-06-03,D97
C2,완료,CH000001767,P1,상,Medium,2017-06-03,D97,2017-06-03,2017-06-03,D97
C2,완료,CH000001768,P1,상,Medium,2017-06-03,D77,2017-06-03,2017-06-03,D77
C2,완료,CH000001769,P1,상,Medium,2017-06-03,D30,2017-06-03,2017-06-03,D30
C2,완료,CH000001770,P1,상,Medium,2017-06-03,D17,2017-06-03,2017-06-03,D17
C8,완료,CH000001771,P1,상,Medium,2017-06-03,D16,2017-06-04,2017-06-04,D41
C8,완료,CH000001772,P1,상,Medium,2017-06-03,D16,2017-06-12,2017-06-08,D91
C8,완료,CH000001773,P1,상,Medium,2017-06-03,D16,2017-06-10,2017-06-10,D24
C8,완료,CH000001774,P1,상,Medium,2017-06-03,D16,2017-06-08,2017-06-10,D24
C2,완료,CH000001775,P1,상,Medium,2017-06-02,D35,2017-06-02,2017-06-02,D35
C2,완료,CH000001776,P1,상,Medium,2017-06-01,D55,2017-06-01,2017-06-01,D55
C2,완료,CH000001777,P1,상,Medium,2017-06-01,D97,2017-06-01,2017-06-01,D97
C2,완료,CH000001778,P1,상,Medium,2017-06-01,D97,2017-06-01,2017-06-01,D97
C2,완료,CH000001779,P1,상,Medium,2017-06-01,D77,2017-06-01,2017-06-01,D77
C3,완료,CH000001780,P1,상,Low,2017-05-29,D35,2017-06-03,2017-06-08,D15
C3,완료,CH000001781,P1,상,Low,2017-05-29,D35,2017-06-08,2017-06-08,D19
C3,완료,CH000001782,P1,상,Low,2017-05-29,D35,2017-06-08,2017-06-08,D15
C3,완료,CH000001783,P1,상,Low,2017-05-29,D35,2017-06-03,2017-06-08,D15
C3,완료,CH000001784,P1,상,Low,2017-05-29,D35,2017-06-08,2017-06-08,D19
C3,완료,CH000001785,P1,상,Low,2017-05-29,D19,2017-06-03,2017-06-08,D15
C3,완료,CH000001786,P1,상,Low,2017-05-28,D35,2017-06-15,2017-06-10,D16
C3,완료,CH000001787,P1,상,Low,2017-05-28,D35,2017-06-12,2017-06-10,D16
C3,완료,CH000001788,P1,상,Low,2017-05-28,D19,2017-06-15,2017-06-10,D16
C2,완료,CH000001789,P1,상,Medium,2017-05-28,D97,2017-05-28,2017-05-28,D97
C2,완료,CH000001790,P1,상,Medium,2017-05-28,D30,2017-05-28,2017-05-28,D30
C2,완료,CH000001791,P1,상,Medium,2017-05-28,D97,2017-05-28,2017-05-28,D97
C2,완료,CH000001792,P1,상,Medium,2017-05-28,D97,2017-05-28,2017-05-28,D97
C3,완료,CH000001793,P1,상,Low,2017-05-27,D35,2017-06-03,2017-05-28,D91
C3,완료,CH000001794,P1,상,Low,2017-05-27,D35,2017-05-28,2017-05-29,D20
C3,완료,CH000001795,P1,상,Low,2017-05-27,D35,2017-05-27,2017-05-28,D91
C3,완료,CH000001796,P1,상,Low,2017-05-27,D35,2017-05-28,2017-05-29,D20
C2,완료,CH000001797,P1,상,Medium,2017-05-27,D97,2017-05-27,2017-05-27,D97
C2,완료,CH000001798,P1,상,Medium,2017-05-27,D77,2017-05-27,2017-05-27,D77
C2,완료,CH000001799,P1,상,Medium,2017-05-27,D19,2017-05-27,2017-05-27,D19
C2,완료,CH000001800,P1,상,Medium,2017-05-27,D77,2017-05-27,2017-05-27,D77
C3,완료,CH000001801,P1,상,Low,2017-05-26,D19,2017-06-03,2017-05-28,D91
C2,완료,CH000001802,P1,상,Medium,2017-05-26,D35,2017-05-26,2017-05-26,D35
C2,완료,CH000001803,P1,상,Medium,2017-05-26,D35,2017-05-26,2017-05-26,D35
C2,완료,CH000001804,P1,상,Medium,2017-05-26,D97,2017-05-26,2017-05-26,D97
C2,완료,CH000001805,P1,상,Medium,2017-05-26,D97,2017-05-26,2017-05-26,D97
C2,완료,CH000001806,P1,상,Medium,2017-05-26,D97,2017-05-26,2017-05-26,D97
C2,완료,CH000001807,P1,상,Medium,2017-05-26,D97,2017-05-26,2017-05-26,D97
C2,완료,CH000001808,P1,상,Medium,2017-05-25,D19,2017-05-25,2017-05-25,D19
C2,완료,CH000001809,P1,상,Medium,2017-05-25,D77,2017-05-25,2017-05-25,D77
C8,완료,CH000001810,P1,상,Low,2017-05-25,D21,2017-05-29,2017-05-29,D41
C3,완료,CH000001811,P1,상,Low,2017-05-22,D21,2017-06-03,2017-05-26,D91
C3,완료,CH000001812,P1,상,Low,2017-05-22,D21,2017-06-02,2017-06-08,D15
C3,완료,CH000001813,P1,상,Low,2017-05-22,D106,2017-06-02,2017-05-26,D91
C3,완료,CH000001814,P1,상,Low,2017-05-22,D106,2017-05-25,2017-05-25,D19
C3,완료,CH000001815,P1,상,Low,2017-05-22,D16,2017-05-25,2017-05-27,D16
C2,완료,CH000001816,P1,상,Medium,2017-05-22,D97,2017-05-22,2017-05-22,D97
C2,완료,CH000001817,P1,상,Medium,2017-05-22,D17,2017-05-22,2017-05-22,D17
C2,완료,CH000001818,P1,상,Medium,2017-05-22,D77,2017-05-22,2017-05-22,D77
C3,완료,CH000001820,P1,상,Low,2017-05-21,D21,2017-05-27,2017-05-26,D19
C3,완료,CH000001821,P1,상,Low,2017-05-21,D21,2017-05-27,2017-05-22,D19
C3,완료,CH000001822,P1,상,Low,2017-05-21,D19,2017-06-02,2017-05-26,D91
C3,완료,CH000001823,P1,상,Low,2017-05-21,D16,,2017-05-29,D15
C3,완료,CH000001824,P1,상,Low,2017-05-21,D16,2017-06-02,2017-06-08,D15
C3,완료,CH000001825,P1,상,Low,2017-05-21,D55,2017-06-03,2017-06-08,D15
C3,완료,CH000001826,P1,상,Low,2017-05-21,D16,2017-06-02,2017-06-08,D15
C2,완료,CH000001827,P1,상,Medium,2017-05-21,D77,2017-05-21,2017-05-21,D77
C2,완료,CH000001828,P1,상,Medium,2017-05-21,D106,2017-05-21,2017-05-21,D106
C2,완료,CH000001829,P1,상,Medium,2017-05-21,D97,2017-05-21,2017-05-21,D97
C5,반려,CH000001830,P1,하,Low,2017-05-21,D91,2017-05-22,2017-05-22,D91
C2,완료,CH000001831,P1,상,Medium,2017-05-20,D97,2017-05-20,2017-05-20,D97
C3,완료,CH000001832,P1,상,Low,2017-05-19,D16,2017-06-09,2017-06-09,D19
C3,완료,CH000001833,P1,상,Low,2017-05-19,D16,2017-05-20,2017-05-20,D19
C3,완료,CH000001834,P1,상,Low,2017-05-19,D16,2017-05-19,2017-05-19,D19
C3,완료,CH000001835,P1,상,Low,2017-05-19,D16,2017-05-25,2017-05-26,D19
C3,완료,CH000001836,P1,상,Low,2017-05-19,D16,2017-06-09,2017-06-09,D19
C3,완료,CH000001837,P1,상,Low,2017-05-19,D16,2017-05-20,2017-05-20,D19
C3,완료,CH000001838,P1,상,Low,2017-05-19,D16,2017-05-19,2017-05-19,D19
C3,완료,CH000001839,P1,상,Low,2017-05-19,D16,2017-05-25,2017-05-26,D19
C3,완료,CH000001840,P1,상,Low,2017-05-19,D16,2017-06-01,2017-06-03,D15
C3,완료,CH000001841,P1,상,Low,2017-05-19,D16,2017-06-09,2017-06-09,D19
C3,완료,CH000001842,P1,상,Low,2017-05-19,D16,2017-05-20,2017-05-20,D19
C3,완료,CH000001843,P1,상,Low,2017-05-19,D16,2017-05-19,2017-05-19,D19
C3,완료,CH000001844,P1,상,Low,2017-05-19,D16,2017-05-25,2017-05-26,D19
C3,진행중,CH000001845,P1,상,Low,2017-05-19,D16,,,D19
C3,완료,CH000001846,P1,상,Low,2017-05-19,D16,2017-05-25,2017-05-26,D19
C3,완료,CH000001847,P1,상,Low,2017-05-19,D16,2017-05-25,2017-05-26,D19
C3,완료,CH000001848,P1,상,Low,2017-05-19,D16,2017-05-25,2017-05-26,D19
C3,진행중,CH000001849,P1,상,Low,2017-05-19,D16,,,D19
C3,진행중,CH000001850,P1,상,Low,2017-05-19,D77,,,D19
C3,완료,CH000001851,P1,상,Low,2017-05-19,D16,2017-05-25,2017-05-26,D19
C3,완료,CH000001852,P1,상,Low,2017-05-19,D16,2017-05-25,2017-05-26,D19
C3,진행중,CH000001853,P1,상,Low,2017-05-19,D16,,,D19
C3,완료,CH000001854,P1,상,Low,2017-05-19,D19,2017-06-09,2017-06-09,D19
C3,완료,CH000001855,P1,상,Low,2017-05-19,D19,2017-05-20,2017-05-20,D19
C3,완료,CH000001856,P1,상,Low,2017-05-19,D19,2017-05-19,2017-05-19,D19
C3,완료,CH000001857,P1,상,Low,2017-05-19,D19,2017-05-25,2017-05-26,D19
C3,진행중,CH000001858,P1,상,Low,2017-05-19,D16,,,D19
C3,완료,CH000001859,P1,상,Low,2017-05-19,D16,2017-05-25,2017-05-26,D19
C3,완료,CH000001860,P1,상,Low,2017-05-19,D16,2017-05-25,2017-05-26,D19
C2,완료,CH000001861,P1,상,Medium,2017-05-19,D97,2017-05-19,2017-05-19,D97
C2,완료,CH000001862,P1,상,Medium,2017-05-19,D97,2017-05-19,2017-05-19,D97
C8,완료,CH000001863,P1,상,Low,2017-05-19,D21,2017-05-29,2017-05-29,D41
C8,완료,CH000001864,P1,상,Low,2017-05-19,D91,2017-05-19,2017-05-20,D56
C8,완료,CH000001865,P1,상,Low,2017-05-19,D91,2017-05-19,2017-05-20,D56
C8,완료,CH000001866,P1,상,Low,2017-05-19,D91,2017-05-22,2017-05-22,D56
C8,완료,CH000001867,P1,상,Low,2017-05-19,D91,2017-05-19,2017-05-19,D56
C3,완료,CH000001868,P1,상,Low,2017-05-18,D23,2017-05-19,2017-05-19,D21
C2,완료,CH000001869,P1,상,Medium,2017-05-18,D97,2017-05-18,2017-05-18,D97
C8,완료,CH000001870,P1,상,Low,2017-05-18,D21,2017-05-21,2017-05-21,D41
C3,완료,CH000001871,P1,상,Low,2017-05-13,D16,2017-05-18,2017-05-22,D16
C2,완료,CH000001872,P1,상,Medium,2017-05-13,D77,2017-05-13,2017-05-13,D77
C2,완료,CH000001873,P1,상,Medium,2017-05-13,D19,2017-05-13,2017-05-13,D19
C2,완료,CH000001874,P1,상,Medium,2017-05-13,D16,2017-05-13,2017-05-13,D16
C3,완료,CH000001875,P1,상,Low,2017-05-12,D16,2017-05-13,2017-05-18,D23
C2,완료,CH000001876,P1,상,Medium,2017-05-12,D55,2017-05-12,2017-05-12,D55
C3,완료,CH000001877,P1,상,Low,2017-05-11,D16,2017-05-22,2017-05-25,D15
C2,완료,CH000001878,P1,상,Medium,2017-05-11,D16,2017-05-11,2017-05-11,D16
C3,완료,CH000001879,P1,상,Low,2017-05-09,D16,2017-05-07,2017-05-09,D19
C3,완료,CH000001880,P1,상,Low,2017-05-09,D77,2017-07-15,2017-07-17,D17
C3,완료,CH000001881,P1,상,Low,2017-05-07,D16,2017-05-14,2017-05-19,D19
C3,완료,CH000001882,P1,상,Low,2017-05-07,D16,2017-05-14,2017-05-19,D19
C2,완료,CH000001883,P1,상,Medium,2017-05-07,D31,2017-05-07,2017-05-07,D31
C2,완료,CH000001884,P1,상,Medium,2017-05-07,D16,2017-05-07,2017-05-07,D16
C3,완료,CH000001885,P1,상,Low,2017-05-06,D16,2017-05-07,2017-05-09,D19
C2,완료,CH000001886,P1,상,Medium,2017-05-06,D97,2017-05-06,2017-05-06,D97
C2,완료,CH000001887,P1,상,Medium,2017-05-06,D17,2017-05-06,2017-05-06,D17
C3,완료,CH000001888,P1,상,Low,2017-05-05,D16,2017-05-11,2017-05-10,D16
C2,완료,CH000001889,P1,상,Medium,2017-05-05,D55,2017-05-05,2017-05-05,D55
C2,완료,CH000001890,P1,상,Medium,2017-05-05,D16,2017-05-05,2017-05-05,D16
C3,완료,CH000001891,P1,상,Low,2017-05-04,D16,2017-05-11,2017-05-10,D16
C3,완료,CH000001892,P1,상,Low,2017-05-04,D16,2017-05-07,2017-05-09,D19
C3,완료,CH000001893,P1,상,Low,2017-05-04,D16,2017-05-11,2017-05-10,D16
C3,완료,CH000001894,P1,상,Low,2017-05-04,D77,2017-05-11,2017-05-10,D16
C3,완료,CH000001895,P1,상,Low,2017-05-02,D16,2017-05-21,2017-05-21,D15
C3,완료,CH000001896,P1,상,Low,2017-05-02,D16,2017-05-21,2017-05-21,D15
C3,완료,CH000001897,P1,상,Low,2017-05-02,D16,2017-05-21,2017-05-21,D15
C3,완료,CH000001898,P1,상,Low,2017-05-01,D16,2017-05-07,2017-05-04,D19
C3,완료,CH000001899,P1,상,Low,2017-05-01,D16,2017-05-07,2017-05-09,D19
C3,완료,CH000001900,P1,상,Low,2017-05-01,D16,2017-05-04,2017-05-04,D56
C3,완료,CH000001901,P1,상,Low,2017-05-01,D16,2017-05-05,2017-05-05,D56
C2,완료,CH000001902,P1,상,Medium,2017-05-01,D97,2017-05-01,2017-05-01,D97
C2,완료,CH000001903,P1,상,Medium,2017-05-01,D97,2017-05-01,2017-05-01,D97
C2,완료,CH000001904,P1,상,Medium,2017-05-01,D97,2017-05-01,2017-05-01,D97
C2,완료,CH000001905,P1,상,Medium,2017-05-01,D97,2017-05-01,2017-05-01,D97
C2,완료,CH000001906,P1,상,Medium,2017-05-01,D16,2017-05-01,2017-05-01,D16
C2,완료,CH000001907,P1,상,Medium,2017-04-30,D17,2017-04-30,2017-04-30,D17
C2,완료,CH000001908,P1,상,Medium,2017-04-30,D77,2017-04-30,2017-04-30,D77
C8,완료,CH000001909,P1,상,Medium,2017-04-30,D91,2017-05-11,2017-05-10,D16
C2,완료,CH000001910,P1,상,Medium,2017-04-29,D55,2017-04-29,2017-04-29,D55
C2,완료,CH000001911,P1,상,Medium,2017-04-29,D16,2017-04-29,2017-04-29,D16
C8,완료,CH000001912,P1,하,Low,2017-04-29,D16,2017-04-29,2017-04-29,D24
C8,완료,CH000001913,P1,하,Medium,2017-04-29,D61,2017-05-18,2017-05-18,D16
C3,완료,CH000001915,P1,상,Low,2017-04-28,D16,2017-04-28,2017-04-28,D56
C2,완료,CH000001916,P1,상,Medium,2017-04-28,D97,2017-04-28,2017-04-28,D97
C2,완료,CH000001917,P1,상,Medium,2017-04-28,D77,2017-04-28,2017-04-28,D77
C8,완료,CH000001918,P1,상,Medium,2017-04-28,D19,2017-04-29,2017-04-28,D16
C8,완료,CH000001919,P1,상,Medium,2017-04-28,D16,2017-04-28,2017-05-04,D56
C8,완료,CH000001920,P1,상,Medium,2017-04-28,D16,2017-05-01,2017-05-01,D56
C8,완료,CH000001921,P1,상,Medium,2017-04-28,D16,2017-04-28,2017-04-28,D56
C8,완료,CH000001922,P1,상,Medium,2017-04-28,D16,2017-05-12,2017-05-12,D16
C3,완료,CH000001923,P1,상,Low,2017-04-27,D16,2017-05-01,2017-05-11,D23
C2,완료,CH000001924,P1,상,Medium,2017-04-27,D97,2017-04-27,2017-04-27,D97
C2,완료,CH000001925,P1,상,Medium,2017-04-27,D97,2017-04-27,2017-04-27,D97
C2,완료,CH000001926,P1,상,Medium,2017-04-27,D77,2017-04-27,2017-04-27,D77
C8,완료,CH000001928,P1,상,Medium,2017-04-27,D16,2017-04-29,2017-04-30,D16
C8,완료,CH000001929,P1,상,Medium,2017-04-27,D16,2017-04-27,2017-04-27,D16
C8,완료,CH000001930,P1,상,Medium,2017-04-27,D16,2017-04-28,2017-04-27,D16
