No,D/P&BOM 코드,D/P&BOM 내역,설계기능,협력사,직영책임부서,최종 출도가능일자,출도실적
907,DPBOM000001357,제작,F2,,D4,2022-07-09,2022-05-07
908,DPBOM000001358,Supp 제작,F2,,D4,2022-07-09,2022-05-07
909,DPBOM000002240,의장(설치),F2,,D4,2022-08-11,2022-04-04
910,DPBOM000002241,의장(설치),F2,,D4,2022-08-11,2022-05-14
911,DPBOM000003685,제작,F2,,D4,2022-07-09,2022-05-07
912,DPBOM000003686,Supp 제작,F2,,D4,2022-07-09,2022-05-07
913,DPBOM000003687,의장(설치),F2,,D4,2022-07-24,2022-04-04
914,DPBOM000003688,의장(설치),F2,,D4,2022-07-29,2022-04-04
915,DPBOM000003689,계획,F2,,D4,2022-03-28,2022-03-26
916,DPBOM000003690,의장(설치),F7,,D3,2022-05-14,2022-04-01
917,DPBOM000003691,철의장,F7,,D3,2022-05-12,2022-02-26
918,DPBOM000002279,의장(설치),F2,,D4,2022-05-14,2022-04-04
919,DPBOM000002280,의장(설치),F2,,D4,2022-05-14,2022-05-14
920,DPBOM000001383,제작,F2,,D4,2022-04-18,2022-04-04
921,DPBOM000001384,Supp 제작,F2,,D4,2022-04-18,2022-04-04
922,DPBOM000002281,의장(설치),F2,,D4,2022-05-14,2022-04-04
923,DPBOM000002282,의장(설치),F2,,D4,2022-05-14,2022-05-14
924,DPBOM000001385,제작,F2,,D4,2022-04-18,2022-04-04
925,DPBOM000001386,Supp 제작,F2,,D4,2022-04-18,2022-04-04
926,DPBOM000003700,의장(설치),F7,,D3,2022-04-30,2022-04-01
927,DPBOM000003701,철의장,F7,,D3,2022-04-25,2022-02-25
928,DPBOM000003702,의장(설치),F2,,D4,2022-04-29,2022-04-04
929,DPBOM000003703,의장(설치),F2,,D4,2022-04-29,2022-04-16
930,DPBOM000003704,제작,F2,,D4,2022-04-02,2022-03-27
931,DPBOM000003705,Supp 제작,F2,,D4,2022-04-02,2022-03-27
932,DPBOM000003706,의장(설치),F7,,D3,2022-04-29,2022-04-01
933,DPBOM000003707,철의장,F7,,D3,2022-04-25,2022-02-25
934,DPBOM000003708,의장(설치),F2,,D4,2022-05-21,2022-04-16
935,DPBOM000003709,제작,F2,,D4,2022-04-25,2022-03-27
936,DPBOM000003710,Supp 제작,F2,,D4,2022-04-25,2022-03-27
937,DPBOM000003711,의장(설치),F2,,D4,2022-06-10,2022-04-04
938,DPBOM000003712,의장(설치),F2,,D4,2022-06-10,2022-04-04
939,DPBOM000001985,의장(설치),F2,,D4,2022-05-20,2022-04-04
940,DPBOM000001986,의장(설치),F2,,D4,2022-05-20,2022-05-14
941,DPBOM000001387,제작,F2,,D4,2022-04-24,2022-04-07
942,DPBOM000001388,Supp 제작,F2,,D4,2022-04-24,2022-04-07
943,DPBOM000001987,의장(설치),F2,,D4,2022-05-20,2022-04-04
944,DPBOM000001988,의장(설치),F2,,D4,2022-05-20,2022-05-14
945,DPBOM000003719,제작,F2,,D4,2022-04-24,2022-04-07
946,DPBOM000003720,Supp 제작,F2,,D4,2022-04-24,2022-04-07
947,DPBOM000003721,의장(설치),F2,,D4,2022-05-02,2022-04-04
948,DPBOM000003722,의장(설치),F2,,D4,2022-05-02,2022-04-04
949,DPBOM000003723,계획,F2,,D4,2022-03-28,2022-03-26
950,DPBOM000003724,의장(설치),F7,,D3,2022-05-06,2022-04-01
951,DPBOM000003725,철의장,F7,,D3,2022-04-24,2022-02-26
952,DPBOM000001989,의장(설치),F2,,D4,2022-05-06,2022-04-04
953,DPBOM000001990,의장(설치),F2,,D4,2022-05-07,2022-05-05
954,DPBOM000000578,제작,F2,,D4,2022-04-09,2022-04-04
955,DPBOM000000579,Supp 제작,F2,,D4,2022-04-09,2022-04-04
956,DPBOM000001991,의장(설치),F2,,D4,2022-05-06,2022-04-04
957,DPBOM000001992,의장(설치),F2,,D4,2022-05-07,2022-05-05
958,DPBOM000000580,제작,F2,,D4,2022-04-09,2022-04-04
959,DPBOM000000581,Supp 제작,F2,,D4,2022-04-09,2022-04-04
960,DPBOM000001924,의장(설치),F7,,D3,2022-04-10,2022-04-01
961,DPBOM000000250,철의장,F7,,D3,2022-04-08,2022-02-25
962,DPBOM000003736,의장(설치),F2,,D4,2022-04-09,2022-04-04
963,DPBOM000003737,의장(설치),F2,,D4,2022-04-09,2022-04-08
964,DPBOM000003738,제작,F2,,D4,2022-04-02,2022-03-27
965,DPBOM000003739,Supp 제작,F2,,D4,2022-04-02,2022-03-27
966,DPBOM000003740,의장(설치),F7,,D3,2022-04-09,2022-04-01
967,DPBOM000003741,철의장,F7,,D3,2022-04-07,2022-02-25
968,DPBOM000003742,의장(설치),F2,,D4,2022-04-09,2022-04-04
969,DPBOM000003743,의장(설치),F2,,D4,2022-04-09,2022-04-08
970,DPBOM000003744,제작,F2,,D4,2022-04-02,2022-03-27
971,DPBOM000003745,Supp 제작,F2,,D4,2022-04-02,2022-03-27
972,DPBOM000003746,의장(설치),F2,,D4,2022-06-11,2022-04-04
973,DPBOM000003747,의장(설치),F2,,D4,2022-06-11,2022-04-04
974,DPBOM000001971,의장(설치),F2,,D4,2022-05-07,2022-04-04
975,DPBOM000001973,의장(설치),F2,,D4,2022-05-07,2022-04-04
976,DPBOM000001974,의장(설치),F2,,D4,2022-05-07,2022-05-05
977,DPBOM000003751,제작,F2,,D4,2022-04-10,2022-04-07
978,DPBOM000003752,Supp 제작,F2,,D4,2022-04-10,2022-04-07
979,DPBOM000003753,계획,F2,,D4,2022-06-10,2022-06-09
980,DPBOM000003754,의장(설치),F7,,D3,2022-08-19,2022-04-01
981,DPBOM000003755,철의장,F7,,D3,2022-07-24,2022-02-26
982,DPBOM000001949,의장(설치),F2,,D4,2022-08-19,2022-04-04
983,DPBOM000001944,의장(설치),F2,,D4,2022-08-18,2022-05-14
984,DPBOM000000820,제작,F2,,D4,2022-07-21,2022-06-09
985,DPBOM000000821,Supp 제작,F2,,D4,2022-07-21,2022-06-09
986,DPBOM000003760,의장(설치),F7,,D3,2022-08-19,2022-04-01
987,DPBOM000003761,철의장,F7,,D3,2022-07-24,2022-02-26
988,DPBOM000001950,의장(설치),F2,,D4,2022-08-19,2022-04-04
989,DPBOM000001945,의장(설치),F2,,D4,2022-08-18,2022-05-14
990,DPBOM000000763,제작,F2,,D4,2022-07-22,2022-06-09
991,DPBOM000000764,Supp 제작,F2,,D4,2022-07-22,2022-06-09
992,DPBOM000003766,의장(설치),F2,,D4,2022-07-30,2022-04-04
993,DPBOM000001951,의장(설치),F2,,D4,2022-07-30,2022-05-24
994,DPBOM000000746,제작,F2,,D4,2022-06-27,2022-05-23
995,DPBOM000000747,Supp 제작,F2,,D4,2022-06-27,2022-05-23
996,DPBOM000001888,의장(설치),F7,,D3,2022-07-30,2022-04-01
997,DPBOM000000229,철의장,F7,,D3,2022-06-27,2022-02-25
998,DPBOM000001952,의장(설치),F2,,D4,2022-07-31,2022-05-24
999,DPBOM000000748,제작,F2,,D4,2022-06-25,2022-05-29
1000,DPBOM000000749,Supp 제작,F2,,D4,2022-06-30,2022-05-23
1001,DPBOM000003775,계획,F2,,D4,2022-06-11,2022-06-09
1002,DPBOM000001980,의장(설치),F2,,D4,2022-08-20,2022-04-04
1003,DPBOM000001982,의장(설치),F2,,D4,2022-08-20,2022-04-04
1004,DPBOM000003778,의장(설치),F2,,D4,2022-07-31,2022-04-04
1005,DPBOM000001955,의장(설치),F2,,D4,2022-07-31,2022-05-24
1006,DPBOM000000460,제작,F2,,D4,2022-06-27,2022-05-28
1007,DPBOM000000461,Supp 제작,F2,,D4,2022-06-27,2022-05-28
1008,DPBOM000003782,계획,F2,,D4,2022-06-11,2022-06-09
1009,DPBOM000003783,의장,F1,D1,D3,2022-08-07,2022-05-01
1010,DPBOM000000030,철의장,F1,D1,D3,2022-06-26,2022-03-24
1011,DPBOM000003785,의장(설치),F7,,D3,2022-08-14,2022-04-01
1012,DPBOM000003786,철의장,F7,,D3,2022-07-22,2022-02-26
1013,DPBOM000003787,의장(설치),F5,,D7,2022-08-12,2022-07-29
1014,DPBOM000003788,철의장,F5,,D7,2022-07-11,2022-04-24
1015,DPBOM000003789,의장(설치),F2,,D4,2022-08-14,2022-04-04
1016,DPBOM000001224,의장(설치),F2,,D4,2022-08-13,2022-06-17
1017,DPBOM000003791,의장(설치),F2,,D4,2022-08-13,2022-05-23
1018,DPBOM000003792,의장(설치),F2,,D4,2022-08-13,2022-05-21
1019,DPBOM000000929,제작,F2,,D4,2022-07-11,2022-06-06
1020,DPBOM000003794,제작,F2,,D4,2022-07-11,2022-06-02
1021,DPBOM000003795,제작,F2,,D4,2022-07-22,2022-03-24
1022,DPBOM000003796,Supp 제작,F2,,D4,2022-07-11,2022-06-02
1023,DPBOM000001225,의장(설치),F1,D1,D3,2022-08-14,2022-04-18
1024,DPBOM000003798,의장(설치),F1,D1,D3,2022-08-13,2022-04-25
1025,DPBOM000000930,철의장,F1,D1,D3,2022-07-21,2022-03-27
1026,DPBOM000003800,철의장,F1,D1,D3,2022-07-21,2022-03-31
1027,DPBOM000003801,의장(설치),F2,,D4,2022-08-14,2022-04-04
1028,DPBOM000001226,의장(설치),F2,,D4,2022-08-13,2022-06-17
1029,DPBOM000003803,의장(설치),F2,,D4,2022-08-13,2022-05-23
1030,DPBOM000003804,의장(설치),F2,,D4,2022-08-13,2022-05-21
1031,DPBOM000000931,제작,F2,,D4,2022-07-11,2022-06-06
1032,DPBOM000003806,제작,F2,,D4,2022-07-11,2022-06-02
1033,DPBOM000003807,제작,F2,,D4,2022-07-21,2022-03-24
1034,DPBOM000003808,Supp 제작,F2,,D4,2022-07-11,2022-06-02
1035,DPBOM000001227,의장(설치),F1,D1,D3,2022-08-14,2022-04-18
1036,DPBOM000003810,의장(설치),F1,D1,D3,2022-08-13,2022-04-25
1037,DPBOM000000932,철의장,F1,D1,D3,2022-07-21,2022-03-27
1038,DPBOM000003812,철의장,F1,D1,D3,2022-07-21,2022-03-31
1039,DPBOM000003813,의장(설치),F2,,D4,2022-08-04,2022-06-17
1040,DPBOM000003814,제작,F2,,D4,2022-07-02,2022-05-30
1041,DPBOM000003815,Supp 제작,F2,,D4,2022-07-02,2022-05-30
1042,DPBOM000003816,의장(설치),F7,,D3,2022-08-11,2022-04-01
1043,DPBOM000003817,철의장,F7,,D3,2022-07-10,2022-02-26
1044,DPBOM000003818,의장(설치),F2,,D4,2022-08-06,2022-06-17
1045,DPBOM000003819,제작,F2,,D4,2022-07-04,2022-05-30
1046,DPBOM000003820,Supp 제작,F2,,D4,2022-07-04,2022-05-30
1047,DPBOM000003821,의장(설치),F1,D1,D3,2022-08-08,2022-04-28
1048,DPBOM000003822,철의장,F1,D1,D3,2022-07-09,2022-03-31
1049,DPBOM000003823,의장(설치),F2,,D4,2022-08-07,2022-06-17
1050,DPBOM000003824,제작,F2,,D4,2022-07-07,2022-05-30
1051,DPBOM000003825,Supp 제작,F2,,D4,2022-07-07,2022-05-30
1052,DPBOM000003826,의장(설치),F1,D1,D3,2022-08-07,2022-04-25
1053,DPBOM000003827,철의장,F1,D1,D3,2022-07-09,2022-03-31
1054,DPBOM000003828,의장(설치),F7,,D3,2022-09-29,2022-09-16
1055,DPBOM000003829,의장(설치),F7,,D3,2022-09-29,2022-09-16
1056,DPBOM000003830,철의장,F7,,D3,2022-09-03,2022-05-20
1057,DPBOM000003831,철의장,F7,,D3,2022-09-03,2022-06-27
1058,DPBOM000003832,의장(설치),F2,,D4,2022-09-29,2022-04-04
1059,DPBOM000003833,의장(설치),F2,,D4,2022-09-29,2022-06-17
1060,DPBOM000003834,제작,F2,,D4,2022-09-03,2022-06-20
1061,DPBOM000003835,Supp 제작,F2,,D4,2022-09-03,2022-06-20
1062,DPBOM000003836,의장(설치),F2,,D4,2022-09-12,2022-06-17
1063,DPBOM000003837,제작,F2,,D4,2022-08-14,2022-06-20
1064,DPBOM000003838,Supp 제작,F2,,D4,2022-08-14,2022-06-20
1065,DPBOM000003839,의장(설치),F1,D1,D3,2022-09-29,2022-06-23
1066,DPBOM000003840,의장(설치),F1,D1,D3,2022-09-29,2022-06-19
1067,DPBOM000003841,의장(설치),F1,D1,D3,2022-09-29,2022-06-23
1068,DPBOM000003842,의장(설치),F1,D1,D3,2022-09-10,2022-05-06
1069,DPBOM000003843,의장(설치),F1,D1,D3,2022-09-12,2022-06-23
1070,DPBOM000003844,철의장,F1,D1,D3,2022-09-03,2022-05-28
1071,DPBOM000003845,철의장,F1,D1,D3,2022-09-03,2022-03-21
1072,DPBOM000003846,철의장,F1,D1,D3,2022-08-12,2022-05-13
1073,DPBOM000003847,계획,F2,,D4,2022-06-17,2022-06-16
1074,DPBOM000003848,의장,F1,D1,D3,2022-08-06,2022-05-01
1075,DPBOM000000017,철의장,F1,D1,D3,2022-07-01,2022-03-24
1076,DPBOM000003850,의장(설치),F2,,D4,2022-08-28,2022-04-04
1077,DPBOM000001389,의장(설치),F2,,D4,2022-08-28,2022-06-17
1078,DPBOM000001156,제작,F2,,D4,2022-07-22,2022-06-06
1079,DPBOM000001390,의장(설치),F1,D1,D3,2022-08-28,2022-04-18
1080,DPBOM000001157,철의장,F1,D1,D3,2022-07-24,2022-03-27
1081,DPBOM000003855,의장(설치),F2,,D4,2022-08-28,2022-04-04
1082,DPBOM000001391,의장(설치),F2,,D4,2022-08-28,2022-06-17
1083,DPBOM000001158,제작,F2,,D4,2022-07-22,2022-06-06
1084,DPBOM000001392,의장(설치),F1,D1,D3,2022-08-28,2022-04-18
1085,DPBOM000001159,철의장,F1,D1,D3,2022-07-21,2022-03-27
1086,DPBOM000003860,의장(설치),F7,,D3,2022-09-30,2022-09-16
1087,DPBOM000003861,의장(설치),F7,,D3,2022-09-30,2022-09-16
1088,DPBOM000003862,철의장,F7,,D3,2022-09-04,2022-05-20
1089,DPBOM000003863,철의장,F7,,D3,2022-09-04,2022-06-27
1090,DPBOM000003864,의장(설치),F2,,D4,2022-09-30,2022-04-04
1091,DPBOM000002189,의장(설치),F2,,D4,2022-09-30,2022-06-17
1092,DPBOM000001657,제작,F2,,D4,2022-09-04,2022-06-20
1093,DPBOM000001658,Supp 제작,F2,,D4,2022-09-04,2022-06-20
1094,DPBOM000002084,의장(설치),F2,,D4,2022-09-16,2022-06-17
1095,DPBOM000001599,제작,F2,,D4,2022-08-15,2022-06-20
1096,DPBOM000001600,Supp 제작,F2,,D4,2022-08-15,2022-06-20
1097,DPBOM000003871,의장(설치),F1,D1,D3,2022-09-30,2022-06-23
1098,DPBOM000003872,의장(설치),F1,D1,D3,2022-09-30,2022-06-19
1099,DPBOM000003873,의장(설치),F1,D1,D3,2022-09-30,2022-06-23
1100,DPBOM000003874,의장(설치),F1,D1,D3,2022-09-16,2022-06-23
1101,DPBOM000003875,철의장,F1,D1,D3,2022-09-04,2022-03-27
1102,DPBOM000003876,계획,F2,,D4,2022-06-11,2022-06-05
1103,DPBOM000000994,의장,F1,D1,D3,2022-08-06,2022-05-01
1104,DPBOM000000627,철의장,F1,D1,D3,2022-06-23,2022-03-24
1105,DPBOM000003879,의장(설치),F7,,D3,2022-08-11,2022-04-01
1106,DPBOM000003880,철의장,F7,,D3,2022-07-09,2022-02-26
1107,DPBOM000001938,의장(설치),F2,,D4,2022-08-11,2022-04-04
1108,DPBOM000001285,의장(설치),F2,,D4,2022-08-06,2022-06-17
1109,DPBOM000000999,제작,F2,,D4,2022-07-04,2022-05-27
1110,DPBOM000001286,의장(설치),F1,D1,D3,2022-08-11,2022-04-18
1111,DPBOM000003885,의장(설치),F1,D1,D3,2022-08-06,2022-04-25
1112,DPBOM000001001,철의장,F1,D1,D3,2022-07-09,2022-03-27
1113,DPBOM000003887,철의장,F1,D1,D3,2022-07-09,2022-03-31
1114,DPBOM000001939,의장(설치),F2,,D4,2022-08-14,2022-04-04
1115,DPBOM000001287,의장(설치),F2,,D4,2022-08-11,2022-06-17
1116,DPBOM000001002,제작,F2,,D4,2022-07-09,2022-05-27
1117,DPBOM000001288,의장(설치),F1,D1,D3,2022-08-14,2022-04-18
1118,DPBOM000003892,의장(설치),F1,D1,D3,2022-08-12,2022-04-28
1119,DPBOM000001004,철의장,F1,D1,D3,2022-07-21,2022-03-27
1120,DPBOM000001898,의장(설치),F7,,D3,2022-08-05,2022-04-01
1121,DPBOM000000801,철의장,F7,,D3,2022-07-03,2022-02-26
1122,DPBOM000003896,의장(설치),F2,,D4,2022-08-05,2022-04-04
1123,DPBOM000003897,의장(설치),F2,,D4,2022-07-30,2022-06-17
1124,DPBOM000003898,제작,F2,,D4,2022-07-01,2022-05-20
1125,DPBOM000003899,Supp 제작,F2,,D4,2022-07-01,2022-05-20
1126,DPBOM000003900,의장(설치),F1,D1,D3,2022-08-01,2022-04-25
1127,DPBOM000003901,철의장,F1,D1,D3,2022-07-03,2022-03-31
1128,DPBOM000003902,의장(설치),F2,,D4,2022-08-08,2022-04-04
1129,DPBOM000003903,의장(설치),F2,,D4,2022-08-04,2022-06-17
1130,DPBOM000003904,제작,F2,,D4,2022-07-04,2022-05-20
1131,DPBOM000003905,Supp 제작,F2,,D4,2022-07-04,2022-05-20
1132,DPBOM000003906,의장(설치),F1,D1,D3,2022-08-06,2022-04-28
1133,DPBOM000003907,철의장,F1,D1,D3,2022-07-08,2022-03-31
1134,DPBOM000002309,의장(설치),F7,,D3,2022-09-30,2022-09-16
1135,DPBOM000002207,의장(설치),F7,,D3,2022-09-30,2022-09-16
1136,DPBOM000001359,철의장,F7,,D3,2022-09-04,2022-05-20
1137,DPBOM000001467,철의장,F7,,D3,2022-09-04,2022-06-27
1138,DPBOM000003912,의장(설치),F2,,D4,2022-09-30,2022-04-04
1139,DPBOM000001044,의장(설치),F2,,D4,2022-09-30,2022-06-17
1140,DPBOM000001450,제작,F2,,D4,2022-09-04,2022-06-20
1141,DPBOM000001451,Supp 제작,F2,,D4,2022-09-04,2022-06-20
1142,DPBOM000001045,의장(설치),F2,,D4,2022-09-16,2022-06-17
1143,DPBOM000001351,제작,F2,,D4,2022-08-15,2022-06-20
1144,DPBOM000001352,Supp 제작,F2,,D4,2022-08-15,2022-06-20
1145,DPBOM000003919,의장(설치),F1,D1,D3,2022-09-30,2022-06-23
1146,DPBOM000001623,의장(설치),F1,D1,D3,2022-09-30,2022-06-23
1147,DPBOM000001567,의장(설치),F1,D1,D3,2022-09-16,2022-06-23
1148,DPBOM000001511,철의장,F1,D1,D3,2022-09-04,2022-03-27
1149,DPBOM000001416,철의장,F1,D1,D3,2022-08-15,2022-05-13
1150,DPBOM000003924,계획,F2,,D4,2022-06-11,2022-06-05
1151,DPBOM000003925,의장,F1,D1,D3,2022-08-05,2022-05-01
1152,DPBOM000003926,철의장,F1,D1,D3,2022-06-26,2022-03-24
1153,DPBOM000003927,의장(설치),F2,,D4,2022-08-08,2022-04-04
1154,DPBOM000001289,의장(설치),F2,,D4,2022-08-06,2022-06-17
1155,DPBOM000001005,제작,F2,,D4,2022-07-04,2022-05-27
1156,DPBOM000001290,의장(설치),F1,D1,D3,2022-08-08,2022-04-18
1157,DPBOM000001006,철의장,F1,D1,D3,2022-07-08,2022-03-27
1158,DPBOM000003932,의장(설치),F2,,D4,2022-08-12,2022-04-04
1159,DPBOM000001291,의장(설치),F2,,D4,2022-08-07,2022-06-17
1160,DPBOM000001007,제작,F2,,D4,2022-07-07,2022-05-27
1161,DPBOM000001292,의장(설치),F1,D1,D3,2022-08-12,2022-04-18
1162,DPBOM000001008,철의장,F1,D1,D3,2022-07-10,2022-03-27
1163,DPBOM000003937,의장(설치),F7,,D3,2022-09-30,2022-09-16
1164,DPBOM000003938,의장(설치),F7,,D3,2022-09-30,2022-09-16
1165,DPBOM000003939,철의장,F7,,D3,2022-09-04,2022-05-20
1166,DPBOM000003940,철의장,F7,,D3,2022-09-04,2022-06-27
1167,DPBOM000003941,의장(설치),F2,,D4,2022-09-30,2022-04-04
1168,DPBOM000002130,의장(설치),F2,,D4,2022-09-30,2022-06-17
1169,DPBOM000001591,제작,F2,,D4,2022-09-04,2022-06-20
1170,DPBOM000001592,Supp 제작,F2,,D4,2022-09-04,2022-06-20
1171,DPBOM000002052,의장(설치),F2,,D4,2022-09-16,2022-06-17
1172,DPBOM000001541,제작,F2,,D4,2022-08-15,2022-06-20
1173,DPBOM000001542,Supp 제작,F2,,D4,2022-08-15,2022-06-23
1174,DPBOM000003948,의장(설치),F1,D1,D3,2022-09-30,2022-06-23
1175,DPBOM000003949,의장(설치),F1,D1,D3,2022-09-30,2022-06-23
1176,DPBOM000003950,의장(설치),F1,D1,D3,2022-09-16,2022-06-23
1177,DPBOM000003951,철의장,F1,D1,D3,2022-09-04,2022-06-07
1178,DPBOM000003952,계획,F2,,D4,2022-05-23,2022-05-22
1179,DPBOM000001281,의장,F1,D1,D3,2022-07-21,2022-05-01
1180,DPBOM000000822,철의장,F1,D1,D3,2022-06-04,2022-03-24
1181,DPBOM000003955,의장(설치),F7,,D3,2022-07-30,2022-04-01
1182,DPBOM000003956,철의장,F7,,D3,2022-06-30,2022-02-26
1183,DPBOM000001925,의장(설치),F2,,D4,2022-07-30,2022-04-04
1184,DPBOM000001452,의장(설치),F2,,D4,2022-08-01,2022-06-03
1185,DPBOM000001228,제작,F2,,D4,2022-07-01,2022-05-13
1186,DPBOM000001229,Supp 제작,F2,,D4,2022-07-01,2022-05-13
1187,DPBOM000001453,의장(설치),F1,D1,D3,2022-07-30,2022-04-18
1188,DPBOM000003962,의장(설치),F1,D1,D3,2022-08-01,2022-04-28
1189,DPBOM000001230,철의장,F1,D1,D3,2022-06-27,2022-03-27
1190,DPBOM000003964,철의장,F1,D1,D3,2022-06-27,2022-03-31
1191,DPBOM000001926,의장(설치),F2,,D4,2022-07-30,2022-04-04
1192,DPBOM000001454,의장(설치),F2,,D4,2022-08-05,2022-06-03
1193,DPBOM000001231,제작,F2,,D4,2022-07-03,2022-05-13
1194,DPBOM000001232,Supp 제작,F2,,D4,2022-07-03,2022-05-13
1195,DPBOM000001455,의장(설치),F1,D1,D3,2022-07-30,2022-04-18
1196,DPBOM000003970,의장(설치),F1,D1,D3,2022-08-05,2022-04-28
1197,DPBOM000001233,철의장,F1,D1,D3,2022-06-27,2022-03-27
1198,DPBOM000003972,철의장,F1,D1,D3,2022-06-27,2022-03-31
1199,DPBOM000003973,의장(설치),F2,,D4,2022-07-25,2022-06-03
1200,DPBOM000003974,Supp 제작,F2,,D4,2022-06-18,2022-05-07
1201,DPBOM000001875,의장(설치),F7,,D3,2022-07-07,2022-04-01
1202,DPBOM000001160,철의장,F7,,D3,2022-06-13,2022-02-26
1203,DPBOM000003977,의장(설치),F2,,D4,2022-07-07,2022-04-04
1204,DPBOM000003978,의장(설치),F2,,D4,2022-07-24,2022-06-03
1205,DPBOM000003979,제작,F2,,D4,2022-06-16,2022-05-07
1206,DPBOM000003980,Supp 제작,F2,,D4,2022-06-16,2022-05-07
1207,DPBOM000003981,의장(설치),F1,D1,D3,2022-07-09,2022-04-28
1208,DPBOM000003982,철의장,F1,D1,D3,2022-06-12,2022-03-31
1209,DPBOM000003983,의장(설치),F2,,D4,2022-07-07,2022-04-04
1210,DPBOM000003984,의장(설치),F2,,D4,2022-07-25,2022-06-03
1211,DPBOM000003985,제작,F2,,D4,2022-06-18,2022-05-07
1212,DPBOM000003986,Supp 제작,F2,,D4,2022-06-18,2022-05-07
1213,DPBOM000003987,의장(설치),F1,D1,D3,2022-07-11,2022-04-28
1214,DPBOM000003988,철의장,F1,D1,D3,2022-06-12,2022-03-31
1215,DPBOM000003989,의장(설치),F7,,D3,2022-10-06,2022-09-16
1216,DPBOM000003990,의장(설치),F7,,D3,2022-10-06,2022-09-16
1217,DPBOM000003991,철의장,F7,,D3,2022-09-09,2022-05-20
1218,DPBOM000003992,철의장,F7,,D3,2022-09-09,2022-06-27
1219,DPBOM000003993,의장(설치),F2,,D4,2022-10-03,2022-04-04
1220,DPBOM000002527,의장(설치),F2,,D4,2022-10-06,2022-06-17
1221,DPBOM000001589,제작,F2,,D4,2022-09-09,2022-06-19
1222,DPBOM000001590,Supp 제작,F2,,D4,2022-09-09,2022-06-19
1223,DPBOM000002360,의장(설치),F2,,D4,2022-09-19,2022-06-17
1224,DPBOM000001512,제작,F2,,D4,2022-08-20,2022-06-19
1225,DPBOM000001513,Supp 제작,F2,,D4,2022-08-20,2022-06-19
1226,DPBOM000004000,의장(설치),F1,D1,D3,2022-10-06,2022-06-23
1227,DPBOM000004001,의장(설치),F1,D1,D3,2022-10-06,2022-06-23
1228,DPBOM000004002,의장(설치),F1,D1,D3,2022-09-19,2022-06-23
1229,DPBOM000004003,철의장,F1,D1,D3,2022-09-08,2022-03-27
1230,DPBOM000004004,철의장,F1,D1,D3,2022-08-20,2022-05-13
1231,DPBOM000004005,계획,F2,,D4,2022-05-28,2022-05-22
1232,DPBOM000004006,의장,F1,D1,D3,2022-07-24,2022-05-01
1233,DPBOM000004007,철의장,F1,D1,D3,2022-06-05,2022-03-24
1234,DPBOM000004008,의장(설치),F2,,D4,2022-07-30,2022-04-04
1235,DPBOM000001604,의장(설치),F2,,D4,2022-08-04,2022-06-03
1236,DPBOM000001479,제작,F2,,D4,2022-07-02,2022-05-13
1237,DPBOM000001605,의장(설치),F1,D1,D3,2022-07-30,2022-04-18
1238,DPBOM000001480,철의장,F1,D1,D3,2022-06-27,2022-03-27
1239,DPBOM000004013,의장(설치),F2,,D4,2022-07-30,2022-04-04
1240,DPBOM000001606,의장(설치),F2,,D4,2022-08-06,2022-06-03
1241,DPBOM000001481,제작,F2,,D4,2022-07-04,2022-05-13
1242,DPBOM000001607,의장(설치),F1,D1,D3,2022-07-30,2022-04-18
1243,DPBOM000001482,철의장,F1,D1,D3,2022-06-27,2022-03-27
1244,DPBOM000004018,계획,F2,,D4,2022-03-28,2022-03-26
1245,DPBOM000001417,의장,F1,D1,D3,2022-05-21,2022-05-01
1246,DPBOM000001161,철의장,F1,D1,D3,2022-03-14,2022-03-24
1247,DPBOM000004021,의장(설치),F7,,D3,2022-05-14,2022-04-01
1248,DPBOM000004022,철의장,F7,,D3,2022-05-12,2022-02-26
1249,DPBOM000002214,의장(설치),F2,,D4,2022-05-14,2022-04-04
1250,DPBOM000001608,의장(설치),F2,,D4,2022-05-14,2022-04-29
1251,DPBOM000001483,제작,F2,,D4,2022-04-18,2022-03-31
1252,DPBOM000001609,의장(설치),F1,D1,D3,2022-05-14,2022-04-18
1253,DPBOM000004027,의장(설치),F1,D1,D3,2022-05-14,2022-04-28
1254,DPBOM000001485,철의장,F1,D1,D3,2022-04-18,2022-03-27
1255,DPBOM000004029,철의장,F1,D1,D3,2022-04-18,2022-03-31
1256,DPBOM000002215,의장(설치),F2,,D4,2022-05-14,2022-04-04
1257,DPBOM000001610,의장(설치),F2,,D4,2022-05-14,2022-04-29
1258,DPBOM000001486,제작,F2,,D4,2022-04-18,2022-03-31
1259,DPBOM000001611,의장(설치),F1,D1,D3,2022-05-14,2022-04-18
1260,DPBOM000004034,의장(설치),F1,D1,D3,2022-05-14,2022-04-28
1261,DPBOM000001488,철의장,F1,D1,D3,2022-04-18,2022-03-27
1262,DPBOM000002174,의장(설치),F7,,D3,2022-05-01,2022-04-01
1263,DPBOM000001428,철의장,F7,,D3,2022-04-04,2022-02-26
1264,DPBOM000004038,의장(설치),F2,,D4,2022-05-01,2022-04-04
1265,DPBOM000004039,의장(설치),F2,,D4,2022-05-01,2022-04-29
1266,DPBOM000004040,제작,F2,,D4,2022-04-04,2022-03-29
1267,DPBOM000004041,Supp 제작,F2,,D4,2022-04-04,2022-03-29
1268,DPBOM000004042,의장(설치),F1,D1,D3,2022-05-01,2022-04-28
1269,DPBOM000004043,철의장,F1,D1,D3,2022-04-04,2022-03-31
